NDB_No,Nutr_No,DataSrc_ID,FoodNo,Food_Detail_Desc,Nutr_Val,Std_Dev,Num_Data_Pts,Sam Hand_Rtg,AnalMeth_Rtg,SampPlan_Rtg,AnalQC_Rtg,NumSamp_QC,CC
16108,712,47,2,"Soybeans, cv. Dwight, obtained from the Department of Horticulture, OSU, planted in Hoytville, OH",4.09,,4,17,13.5,2,0,8,C
16108,713,47,2,"Soybeans, cv. Dwight, obtained from the Department of Horticulture, OSU, planted in Hoytville, OH",280.15,,4,17,13.5,2,0,8,C
16108,710,47,3,"Soybeans, cv. HC95-1503, obtained from the Department of Horticulture, OSU, planted in Cygnet, OH",40.72,,4,17,13.5,2,0,8,C
16108,711,47,3,"Soybeans, cv. HC95-1503, obtained from the Department of Horticulture, OSU, planted in Cygnet, OH",110.42,,4,17,13.5,2,0,8,C
16108,712,47,3,"Soybeans, cv. HC95-1503, obtained from the Department of Horticulture, OSU, planted in Cygnet, OH",2.98,,4,17,13.5,2,0,8,C
16108,713,47,3,"Soybeans, cv. HC95-1503, obtained from the Department of Horticulture, OSU, planted in Cygnet, OH",154.12,,4,17,13.5,2,0,8,C
16108,710,47,4,"Soybeans, cv. HF01-0019, obtained from the Department of Horticulture, OSU, planted in Wooster, OH",31.73,,4,17,13.5,2,0,8,C
16108,711,47,4,"Soybeans, cv. HF01-0019, obtained from the Department of Horticulture, OSU, planted in Wooster, OH",79.59,,4,17,13.5,2,0,8,C
16108,712,47,4,"Soybeans, cv. HF01-0019, obtained from the Department of Horticulture, OSU, planted in Wooster, OH",3.27,,4,17,13.5,2,0,8,C
16108,713,47,4,"Soybeans, cv. HF01-0019, obtained from the Department of Horticulture, OSU, planted in Wooster, OH",114.58,,4,17,13.5,2,0,8,C
16108,710,47,5,"Soybeans, cv. HF02-0218, obtained from the Department of Horticulture, OSU, planted in Hoytville, OH",72.98,,4,17,13.5,2,0,8,C
16108,711,47,5,"Soybeans, cv. HF02-0218, obtained from the Department of Horticulture, OSU, planted in Hoytville, OH",157.24,,4,17,13.5,2,0,8,C
16108,712,47,5,"Soybeans, cv. HF02-0218, obtained from the Department of Horticulture, OSU, planted in Hoytville, OH",84.94,,4,17,13.5,2,0,8,C
16108,713,47,5,"Soybeans, cv. HF02-0218, obtained from the Department of Horticulture, OSU, planted in Hoytville, OH",315.15,,4,17,13.5,2,0,8,C
16108,710,47,6,"Soybeans, cv. HF9662-2-15, obtained from the Department of Horticulture, OSU, planted in Crotton, OH",34.09,,4,17,13.5,2,0,8,C
16108,711,47,6,"Soybeans, cv. HF9662-2-15, obtained from the Department of Horticulture, OSU, planted in Crotton, OH",103.38,,4,17,13.5,2,0,8,C
16108,712,47,6,"Soybeans, cv. HF9662-2-15, obtained from the Department of Horticulture, OSU, planted in Crotton, OH",2.73,,4,17,13.5,2,0,8,C
16108,713,47,6,"Soybeans, cv. HF9662-2-15, obtained from the Department of Horticulture, OSU, planted in Crotton, OH",140.19,,4,17,13.5,2,0,8,C
16108,710,47,7,"Soybeans, cv. HF9662-2-4, obtained from the Department of Horticulture, OSU, planted in Crotton, OH",24.13,,4,17,13.5,2,0,8,C
16108,711,47,7,"Soybeans, cv. HF9662-2-4, obtained from the Department of Horticulture, OSU, planted in Crotton, OH",85.26,,4,17,13.5,2,0,8,C
16108,712,47,7,"Soybeans, cv. HF9662-2-4, obtained from the Department of Horticulture, OSU, planted in Crotton, OH",1.56,,4,17,13.5,2,0,8,C
16108,713,47,7,"Soybeans, cv. HF9662-2-4, obtained from the Department of Horticulture, OSU, planted in Crotton, OH",110.95,,4,17,13.5,2,0,8,C
16108,710,47,8,"Soybeans, cv. HF99-019, obtained from the Department of Horticulture, OSU, planted in Hoytville, OH",126.04,,4,17,13.5,2,0,8,C
16108,711,47,8,"Soybeans, cv. HF99-019, obtained from the Department of Horticulture, OSU, planted in Hoytville, OH",180.19,,4,17,13.5,2,0,8,C
16108,712,47,8,"Soybeans, cv. HF99-019, obtained from the Department of Horticulture, OSU, planted in Hoytville, OH",3.15,,4,17,13.5,2,0,8,C
16108,713,47,8,"Soybeans, cv. HF99-019, obtained from the Department of Horticulture, OSU, planted in Hoytville, OH",309.38,,4,17,13.5,2,0,8,C
16108,710,47,9,"Soybeans, cv. HS93-4118, obtained from the Department of Horticulture, OSU, planted in Hoytville, OH",64.47,,4,17,13.5,2,0,8,C
16108,711,47,9,"Soybeans, cv. HS93-4118, obtained from the Department of Horticulture, OSU, planted in Hoytville, OH",100.81,,4,17,13.5,2,0,8,C
16108,712,47,9,"Soybeans, cv. HS93-4118, obtained from the Department of Horticulture, OSU, planted in Hoytville, OH",23.8,,4,17,13.5,2,0,8,C
16108,713,47,9,"Soybeans, cv. HS93-4118, obtained from the Department of Horticulture, OSU, planted in Hoytville, OH",189.08,,4,17,13.5,2,0,8,C
16108,710,47,10,"Soybeans, cv. HS96-3145, obtained from the Department of Horticulture, OSU, planted in Wooster, OH",41.5,,4,17,13.5,2,0,8,C
16108,711,47,10,"Soybeans, cv. HS96-3145, obtained from the Department of Horticulture, OSU, planted in Wooster, OH",127.86,,4,17,13.5,2,0,8,C
16108,712,47,10,"Soybeans, cv. HS96-3145, obtained from the Department of Horticulture, OSU, planted in Wooster, OH",3.61,,4,17,13.5,2,0,8,C
16108,713,47,10,"Soybeans, cv. HS96-3145, obtained from the Department of Horticulture, OSU, planted in Wooster, OH",172.98,,4,17,13.5,2,0,8,C
16108,710,47,11,"Soybeans, cv. HS96-3850, obtained from the Department of Horticulture, OSU, planted in Wooster, OH",38.51,,4,17,13.5,2,0,8,C
16108,711,47,11,"Soybeans, cv. HS96-3850, obtained from the Department of Horticulture, OSU, planted in Wooster, OH",93.33,,4,17,13.5,2,0,8,C
16108,712,47,11,"Soybeans, cv. HS96-3850, obtained from the Department of Horticulture, OSU, planted in Wooster, OH",4.8,,4,17,13.5,2,0,8,C
16108,713,47,11,"Soybeans, cv. HS96-3850, obtained from the Department of Horticulture, OSU, planted in Wooster, OH",136.64,,4,17,13.5,2,0,8,C
16108,710,47,12,"Soybeans, cv. Ohio FG4, obtained from the Department of Horticulture, OSU, planted in Wooster, OH",38.51,,4,17,13.5,2,0,8,C
16108,711,47,12,"Soybeans, cv. Ohio FG4, obtained from the Department of Horticulture, OSU, planted in Wooster, OH",93.33,,4,17,13.5,2,0,8,C
16108,712,47,12,"Soybeans, cv. Ohio FG4, obtained from the Department of Horticulture, OSU, planted in Wooster, OH",4.8,,4,17,13.5,2,0,8,C
16108,713,47,12,"Soybeans, cv. Ohio FG4, obtained from the Department of Horticulture, OSU, planted in Wooster, OH",136.64,,4,17,13.5,2,0,8,C
16108,710,47,13,"Soybeans, cv. Ohio FG5, obtained from the Department of Horticulture, OSU, planted in Wooster, OH",70.61,,4,17,13.5,2,0,8,C
16108,711,47,13,"Soybeans, cv. Ohio FG5, obtained from the Department of Horticulture, OSU, planted in Wooster, OH",129.76,,4,17,13.5,2,0,8,C
16108,712,47,13,"Soybeans, cv. Ohio FG5, obtained from the Department of Horticulture, OSU, planted in Wooster, OH",6.13,,4,17,13.5,2,0,8,C
16108,713,47,13,"Soybeans, cv. Ohio FG5, obtained from the Department of Horticulture, OSU, planted in Wooster, OH",206.5,,4,17,13.5,2,0,8,C
16108,710,47,14,"Soybeans, cv. HSO-3274, obtained from the Department of Horticulture, OSU, planted in Hoytville, OH",60.61,,4,17,13.5,2,0,8,C
16108,711,47,14,"Soybeans, cv. HSO-3274, obtained from the Department of Horticulture, OSU, planted in Hoytville, OH",126.38,,4,17,13.5,2,0,8,C
16108,712,47,14,"Soybeans, cv. HSO-3274, obtained from the Department of Horticulture, OSU, planted in Hoytville, OH",2.93,,4,17,13.5,2,0,8,C
16108,713,47,14,"Soybeans, cv. HSO-3274, obtained from the Department of Horticulture, OSU, planted in Hoytville, OH",189.91,,4,17,13.5,2,0,8,C
16108,710,47,15,"Soybeans, cv. Ohio FG1, obtained from the Department of Horticulture, OSU, planted in Hoytville, OH",64.7,,4,17,13.5,2,0,8,C
16108,711,47,15,"Soybeans, cv. Ohio FG1, obtained from the Department of Horticulture, OSU, planted in Hoytville, OH",126.65,,4,17,13.5,2,0,8,C
16108,712,47,15,"Soybeans, cv. Ohio FG1, obtained from the Department of Horticulture, OSU, planted in Hoytville, OH",4.74,,4,17,13.5,2,0,8,C
16108,713,47,15,"Soybeans, cv. Ohio FG1, obtained from the Department of Horticulture, OSU, planted in Hoytville, OH",196.09,,4,17,13.5,2,0,8,C
16108,710,47,16,"Soybeans, cv. Ohio FG3, obtained from the Department of Horticulture, OSU, planted in Hoytville, OH",48.67,,4,17,13.5,2,0,8,C
16108,711,47,16,"Soybeans, cv. Ohio FG3, obtained from the Department of Horticulture, OSU, planted in Hoytville, OH",111.37,,4,17,13.5,2,0,8,C
16108,712,47,16,"Soybeans, cv. Ohio FG3, obtained from the Department of Horticulture, OSU, planted in Hoytville, OH",4.06,,4,17,13.5,2,0,8,C
16108,713,47,16,"Soybeans, cv. Ohio FG3, obtained from the Department of Horticulture, OSU, planted in Hoytville, OH",164.1,,4,17,13.5,2,0,8,C
16108,710,47,17,"Soybeans, cv. Pana, obtained from the Department of Horticulture, OSU, planted in Hoytville, OH",47.8,,4,17,13.5,2,0,8,C
16108,711,47,17,"Soybeans, cv. Pana, obtained from the Department of Horticulture, OSU, planted in Hoytville, OH",125.62,,4,17,13.5,2,0,8,C
16108,712,47,17,"Soybeans, cv. Pana, obtained from the Department of Horticulture, OSU, planted in Hoytville, OH",2.41,,4,17,13.5,2,0,8,C
16108,713,47,17,"Soybeans, cv. Pana, obtained from the Department of Horticulture, OSU, planted in Hoytville, OH",175.84,,4,17,13.5,2,0,8,C
16108,710,48,1,"Soybeans, 14 different cultivars, grown in Seoul, Korea in 1998",111.75,,14,12,5.25,2,0,20,C
16108,711,48,1,"Soybeans, 14 different cultivars, grown in Seoul, Korea in 1998",113.97,,14,12,5.25,2,0,20,C
16108,712,48,1,"Soybeans, 14 different cultivars, grown in Seoul, Korea in 1998",12.06,,14,12,5.25,2,0,20,C
16108,713,48,1,"Soybeans, 14 different cultivars, grown in Seoul, Korea in 1998",237.78,,14,12,5.25,2,0,20,C
16108,710,48,2,"Soybeans, 14 different cultivars, grown in Seoul, Korea in 1999",123.91,,14,12,5.25,2,0,20,C
16108,711,48,2,"Soybeans, 14 different cultivars, grown in Seoul, Korea in 1999",144.56,,14,12,5.25,2,0,20,C
16108,712,48,2,"Soybeans, 14 different cultivars, grown in Seoul, Korea in 1999",47.82,,14,12,5.25,2,0,20,C
16108,713,48,2,"Soybeans, 14 different cultivars, grown in Seoul, Korea in 1999",316.29,,14,12,5.25,2,0,20,C
16108,710,48,3,"Soybeans, 14 different cultivars, grown in Seoul, Korea in 2000",99.43,,14,12,5.25,2,0,20,C
16108,711,48,3,"Soybeans, 14 different cultivars, grown in Seoul, Korea in 2000",109.29,,14,12,5.25,2,0,20,C
16108,712,48,3,"Soybeans, 14 different cultivars, grown in Seoul, Korea in 2000",21.56,,14,12,5.25,2,0,20,C
16108,713,48,3,"Soybeans, 14 different cultivars, grown in Seoul, Korea in 2000",230.28,,14,12,5.25,2,0,20,C
16108,710,48,4,"Soybeans, 14 different cultivars, grown in Suwon, Korea in 1998",87.76,,14,12,5.25,2,0,20,C
16108,711,48,4,"Soybeans, 14 different cultivars, grown in Suwon, Korea in 1998",106.61,,14,12,5.25,2,0,20,C
16108,712,48,4,"Soybeans, 14 different cultivars, grown in Suwon, Korea in 1998",11.06,,14,12,5.25,2,0,20,C
16108,713,48,4,"Soybeans, 14 different cultivars, grown in Suwon, Korea in 1998",205.43,,14,12,5.25,2,0,20,C
16108,710,48,5,"Soybeans, 14 different cultivars, grown in Suwon, Korea in 1999",122.59,,14,12,5.25,2,0,20,C
16108,711,48,5,"Soybeans, 14 different cultivars, grown in Suwon, Korea in 1999",150.12,,14,12,5.25,2,0,20,C
16108,712,48,5,"Soybeans, 14 different cultivars, grown in Suwon, Korea in 1999",23.91,,14,12,5.25,2,0,20,C
16108,713,48,5,"Soybeans, 14 different cultivars, grown in Suwon, Korea in 1999",296.62,,14,12,5.25,2,0,20,C
16108,710,48,6,"Soybeans, 14 different cultivars, grown in Suwon, Korea in 2000",94.45,,14,12,5.25,2,0,20,C
16108,711,48,6,"Soybeans, 14 different cultivars, grown in Suwon, Korea in 2000",117.94,,14,12,5.25,2,0,20,C
16108,712,48,6,"Soybeans, 14 different cultivars, grown in Suwon, Korea in 2000",20.28,,14,12,5.25,2,0,20,C
16108,713,48,6,"Soybeans, 14 different cultivars, grown in Suwon, Korea in 2000",232.67,,14,12,5.25,2,0,20,C
16108,710,48,7,"Soybeans, 14 different cultivars, grown in Kyonsang, Korea in 1998",85.37,,14,12,5.25,2,0,20,C
16108,711,48,7,"Soybeans, 14 different cultivars, grown in Kyonsang, Korea in 1998",90.31,,14,12,5.25,2,0,20,C
16108,712,48,7,"Soybeans, 14 different cultivars, grown in Kyonsang, Korea in 1998",11.53,,14,12,5.25,2,0,20,C
16108,713,48,7,"Soybeans, 14 different cultivars, grown in Kyonsang, Korea in 1998",187.2,,14,12,5.25,2,0,20,C
16108,710,48,8,"Soybeans, 14 different cultivars, grown in Kyonsang, Korea in 1999",120.88,,14,12,5.25,2,0,20,C
16108,711,48,8,"Soybeans, 14 different cultivars, grown in Kyonsang, Korea in 1999",143.52,,14,12,5.25,2,0,20,C
16108,712,48,8,"Soybeans, 14 different cultivars, grown in Kyonsang, Korea in 1999",22.59,,14,12,5.25,2,0,20,C
16108,713,48,8,"Soybeans, 14 different cultivars, grown in Kyonsang, Korea in 1999",286.99,,14,12,5.25,2,0,20,C
16108,710,48,9,"Soybeans, 14 different cultivars, grown in Kyonsang, Korea in 2000",92.03,,14,12,5.25,2,0,20,C
16108,711,48,9,"Soybeans, 14 different cultivars, grown in Kyonsang, Korea in 2000",113.43,,14,12,5.25,2,0,20,C
16108,712,48,9,"Soybeans, 14 different cultivars, grown in Kyonsang, Korea in 2000",20.13,,14,12,5.25,2,0,20,C
16108,713,48,9,"Soybeans, 14 different cultivars, grown in Kyonsang, Korea in 2000",225.59,,14,12,5.25,2,0,20,C
16108,710,50,31,"Soybeans, dried, raw, purchased from 2 markets and 3 supermarkets in Cambridge, U.K.",58.3,,1,20,9.35,4,18,1,B
16108,711,50,31,"Soybeans, dried, raw, purchased from 2 markets and 3 supermarkets in Cambridge, U.K.",83.8,,1,20,9.35,4,18,1,B
16108,713,50,31,"Soybeans, dried, raw, purchased from 2 markets and 3 supermarkets in Cambridge, U.K.",142.1,,1,20,9.35,4,18,1,B
16108,710,52,1,"Black soybeans cv TN3, provided by Tainan District Agricultural Research and Extension Stations, Taiwan",42.71,,3,17,11.75,2,0,6,C
16108,711,52,1,"Black soybeans cv TN3, provided by Tainan District Agricultural Research and Extension Stations, Taiwan",62.87,,3,17,11.75,2,0,6,C
16108,712,52,1,"Black soybeans cv TN3, provided by Tainan District Agricultural Research and Extension Stations, Taiwan",13.96,,3,17,11.75,2,0,6,C
16108,713,52,1,"Black soybeans cv TN3, provided by Tainan District Agricultural Research and Extension Stations, Taiwan",119.54,,3,17,11.75,2,0,6,C
16108,710,52,2,"Black soybeans cv TN3, provided by Tainan District Agricultural Research and Extension Stations, Taiwan",15.47,,3,17,11.75,2,0,6,C
16108,711,52,2,"Black soybeans cv TN3, provided by Tainan District Agricultural Research and Extension Stations, Taiwan",56.36,,3,17,11.75,2,0,6,C
16108,712,52,2,"Black soybeans cv TN3, provided by Tainan District Agricultural Research and Extension Stations, Taiwan",18.08,,3,17,11.75,2,0,6,C
16108,713,52,2,"Black soybeans cv TN3, provided by Tainan District Agricultural Research and Extension Stations, Taiwan",89.9,,3,17,11.75,2,0,6,C
16108,710,52,3,"Black soybeans cv BM, provided by Tainan District Agricultural Research and Extension Stations, Taiwan",32.06,,3,17,11.75,2,0,6,C
16108,711,52,3,"Black soybeans cv BM, provided by Tainan District Agricultural Research and Extension Stations, Taiwan",53.41,,3,17,11.75,2,0,6,C
16108,712,52,3,"Black soybeans cv BM, provided by Tainan District Agricultural Research and Extension Stations, Taiwan",6.82,,3,17,11.75,2,0,6,C
16108,713,52,3,"Black soybeans cv BM, provided by Tainan District Agricultural Research and Extension Stations, Taiwan",92.29,,3,17,11.75,2,0,6,C
16108,710,52,4,"Black soybeans cv WY, provided by Tainan District Agricultural Research and Extension Stations, Taiwan",10.03,,3,17,11.75,2,0,6,C
16108,711,52,4,"Black soybeans cv WY, provided by Tainan District Agricultural Research and Extension Stations, Taiwan",61.63,,3,17,11.75,2,0,6,C
16108,712,52,4,"Black soybeans cv WY, provided by Tainan District Agricultural Research and Extension Stations, Taiwan",24.75,,3,17,11.75,2,0,6,C
16108,713,52,4,"Black soybeans cv WY, provided by Tainan District Agricultural Research and Extension Stations, Taiwan",96.4,,3,17,11.75,2,0,6,C
16108,710,52,5,"Soybeans, Glycine max L. cv KS1, provided by Kaohsiung District Agricultural Research and Extension Stations, Taiwan",117.29,,3,17,11.75,2,0,6,C
16108,711,52,5,"Soybeans, Glycine max L. cv KS1, provided by Kaohsiung District Agricultural Research and Extension Stations, Taiwan",75.13,,3,17,11.75,2,0,6,C
16108,712,52,5,"Soybeans, Glycine max L. cv KS1, provided by Kaohsiung District Agricultural Research and Extension Stations, Taiwan",14.62,,3,17,11.75,2,0,6,C
16108,713,52,5,"Soybeans, Glycine max L. cv KS1, provided by Kaohsiung District Agricultural Research and Extension Stations, Taiwan",207.04,,3,17,11.75,2,0,6,C
16108,710,52,6,"Soybeans, Glycine max L. cv KS2, provided by Kaohsiung District Agricultural Research and Extension Stations, Taiwan",65.23,,3,17,11.75,2,0,6,C
16108,711,52,6,"Soybeans, Glycine max L. cv KS2, provided by Kaohsiung District Agricultural Research and Extension Stations, Taiwan",110.92,,3,17,11.75,2,0,6,C
16108,712,52,6,"Soybeans, Glycine max L. cv KS2, provided by Kaohsiung District Agricultural Research and Extension Stations, Taiwan",10.3,,3,17,11.75,2,0,6,C
16108,713,52,6,"Soybeans, Glycine max L. cv KS2, provided by Kaohsiung District Agricultural Research and Extension Stations, Taiwan",186.45,,3,17,11.75,2,0,6,C
16108,710,52,7,"Soybeans, Glycine max L. cv KS8, provided by Kaohsiung District Agricultural Research and Extension Stations, Taiwan",40.87,,3,17,11.75,2,0,6,C
16108,711,52,7,"Soybeans, Glycine max L. cv KS8, provided by Kaohsiung District Agricultural Research and Extension Stations, Taiwan",46.73,,3,17,11.75,2,0,6,C
16108,712,52,7,"Soybeans, Glycine max L. cv KS8, provided by Kaohsiung District Agricultural Research and Extension Stations, Taiwan",7.4,,3,17,11.75,2,0,6,C
16108,713,52,7,"Soybeans, Glycine max L. cv KS8, provided by Kaohsiung District Agricultural Research and Extension Stations, Taiwan",95,,3,17,11.75,2,0,6,C
16108,710,53,1,"Soybeans, var. Manokin, from Univ. of MD, College Park, MD, Extracted with 83%AcCN",36.12,,3,14,5.25,2,0,6,C
16108,711,53,1,"Soybeans, var. Manokin, from Univ. of MD, College Park, MD, Extracted with 83%AcCN",43.13,,3,14,5.25,2,0,6,C
16108,712,53,1,"Soybeans, var. Manokin, from Univ. of MD, College Park, MD, Extracted with 83%AcCN",1.56,,3,14,5.25,2,0,6,C
16108,713,53,1,"Soybeans, var. Manokin, from Univ. of MD, College Park, MD, Extracted with 83%AcCN",80.81,,3,14,5.25,2,0,6,C
16108,710,53,2,"Soybeans, var. Manokin, from Univ. of MD, College Park, MD, Extracted with 83%AcCN + acid",31.29,,3,14,5.25,2,0,6,C
16108,711,53,2,"Soybeans, var. Manokin, from Univ. of MD, College Park, MD, Extracted with 83%AcCN + acid",39.49,,3,14,5.25,2,0,6,C
16108,712,53,2,"Soybeans, var. Manokin, from Univ. of MD, College Park, MD, Extracted with 83%AcCN + acid",1.16,,3,14,5.25,2,0,6,C
16108,713,53,2,"Soybeans, var. Manokin, from Univ. of MD, College Park, MD, Extracted with 83%AcCN + acid",71.95,,3,14,5.25,2,0,6,C
16108,710,53,3,"Soybeans, var. Manokin, from Univ. of MD, College Park, MD, Extracted with 80% MeOH",42.52,,3,14,5.25,2,0,6,C
16108,711,53,3,"Soybeans, var. Manokin, from Univ. of MD, College Park, MD, Extracted with 80% MeOH",46.94,,3,14,5.25,2,0,6,C
16108,712,53,3,"Soybeans, var. Manokin, from Univ. of MD, College Park, MD, Extracted with 80% MeOH",2.36,,3,14,5.25,2,0,6,C
16108,713,53,3,"Soybeans, var. Manokin, from Univ. of MD, College Park, MD, Extracted with 80% MeOH",91.82,,3,14,5.25,2,0,6,C
16108,710,53,4,"Soybeans, var. Manokin, from Univ. of MD, College Park, MD, Extracted with 80% MeOH + acid",40.9,,3,14,5.25,2,0,6,C
16108,711,53,4,"Soybeans, var. Manokin, from Univ. of MD, College Park, MD, Extracted with 80% MeOH + acid",44.57,,3,14,5.25,2,0,6,C
16108,712,53,4,"Soybeans, var. Manokin, from Univ. of MD, College Park, MD, Extracted with 80% MeOH + acid",2.13,,3,14,5.25,2,0,6,C
16108,713,53,4,"Soybeans, var. Manokin, from Univ. of MD, College Park, MD, Extracted with 80% MeOH + acid",87.59,,3,14,5.25,2,0,6,C
16108,710,53,5,"Soybeans, var. Manokin, from Univ. of MD, College Park, MD, Extracted with 58% AcCN",45.7,,3,14,5.25,2,0,6,C
16108,711,53,5,"Soybeans, var. Manokin, from Univ. of MD, College Park, MD, Extracted with 58% AcCN",54.45,,3,14,5.25,2,0,6,C
16108,712,53,5,"Soybeans, var. Manokin, from Univ. of MD, College Park, MD, Extracted with 58% AcCN",2.56,,3,14,5.25,2,0,6,C
16108,713,53,5,"Soybeans, var. Manokin, from Univ. of MD, College Park, MD, Extracted with 58% AcCN",102.7,,3,14,5.25,2,0,6,C
16108,710,53,6,"Soybeans, var. Manokin, from Univ. of MD, College Park, MD, Extracted with 58% AcCN + acid",43.49,,3,14,5.25,2,0,6,C
16108,711,53,6,"Soybeans, var. Manokin, from Univ. of MD, College Park, MD, Extracted with 58% AcCN + acid",51.14,,3,14,5.25,2,0,6,C
16108,712,53,6,"Soybeans, var. Manokin, from Univ. of MD, College Park, MD, Extracted with 58% AcCN + acid",2.24,,3,14,5.25,2,0,6,C
16108,713,53,6,"Soybeans, var. Manokin, from Univ. of MD, College Park, MD, Extracted with 58% AcCN + acid",96.87,,3,14,5.25,2,0,6,C
16108,710,57,1,"Soy bean, Centennial, dry",25.2,,1,20,11.6,2,0,1,C
16108,711,57,1,"Soy bean, Centennial, dry",34.3,,1,20,11.6,2,0,1,C
16108,713,57,1,"Soy bean, Centennial, dry",59.5,,1,20,11.6,2,0,1,C
16108,710,57,2,"Soy bean, INIAP, Bolivia, dry",10.5,,1,20,11.6,2,0,1,C
16108,711,57,2,"Soy bean, INIAP, Bolivia, dry",26.8,,1,20,11.6,2,0,1,C
16108,713,57,2,"Soy bean, INIAP, Bolivia, dry",37.3,,1,20,11.6,2,0,1,C
16108,710,57,3,"Soy bean, Santa rosa, dry",56,,1,20,11.6,2,0,1,C
16108,711,57,3,"Soy bean, Santa rosa, dry",84.1,,1,20,11.6,2,0,1,C
16108,713,57,3,"Soy bean, Santa rosa, dry",140.1,,1,20,11.6,2,0,1,C
16108,710,57,4,"Soybean, Chapman, dry",41.3,,1,20,11.6,2,0,1,C
16108,711,57,4,"Soybean, Chapman, dry",46.4,,1,20,11.6,2,0,1,C
16108,713,57,4,"Soybean, Chapman, dry",87.7,,1,20,11.6,2,0,1,C
16108,710,60,1,"GTS (Glyphosate Tolerant Soybeans), 2000 season, U.S. and Canada, collected from Monsanto soybean seed station.",37.56,3.03,25,17,4.85,5,3,20,B
16108,711,60,1,"GTS (Glyphosate Tolerant Soybeans), 2000 season, U.S. and Canada, collected from Monsanto soybean seed station.",51.46,3.31,25,17,4.85,5,3,20,B
16108,712,60,1,"GTS (Glyphosate Tolerant Soybeans), 2000 season, U.S. and Canada, collected from Monsanto soybean seed station.",14,0.89,25,17,4.85,5,3,20,B
16108,713,60,1,"GTS (Glyphosate Tolerant Soybeans), 2000 season, U.S. and Canada, collected from Monsanto soybean seed station.",103.02,,25,17,4.85,5,3,20,B
16108,710,60,2,"GTS (Glyphosate Tolerant Soybeans), 2001 season, U.S. and Canada, collected from Monsanto soybean seed station.",63.23,6.16,25,17,4.85,5,3,20,B
16108,711,60,2,"GTS (Glyphosate Tolerant Soybeans), 2001 season, U.S. and Canada, collected from Monsanto soybean seed station.",81.72,4.86,25,17,4.85,5,3,20,B
16108,712,60,2,"GTS (Glyphosate Tolerant Soybeans), 2001 season, U.S. and Canada, collected from Monsanto soybean seed station.",14.57,1.21,25,17,4.85,5,3,20,B
16108,713,60,2,"GTS (Glyphosate Tolerant Soybeans), 2001 season, U.S. and Canada, collected from Monsanto soybean seed station.",159.53,,25,17,4.85,5,3,20,B
16108,710,60,3,"GTS (Glyphosate Tolerant Soybeans), 2002 season, U.S. and Canada, collected from Monsanto soybean seed station.",50.95,4.89,16,17,4.85,5,3,20,B
16108,711,60,3,"GTS (Glyphosate Tolerant Soybeans), 2002 season, U.S. and Canada, collected from Monsanto soybean seed station.",59.22,3.38,16,17,4.85,5,3,20,B
16108,712,60,3,"GTS (Glyphosate Tolerant Soybeans), 2002 season, U.S. and Canada, collected from Monsanto soybean seed station.",12.88,1.03,16,17,4.85,5,3,20,B
16108,713,60,3,"GTS (Glyphosate Tolerant Soybeans), 2002 season, U.S. and Canada, collected from Monsanto soybean seed station.",123.05,,16,17,4.85,5,3,20,B
16108,710,60,4,"Soybeans, conventional, 2000 season, U.S. and Canada, collected from Monsanto soybean seed station.",35.7,3.79,25,17,4.85,5,3,20,B
16108,711,60,4,"Soybeans, conventional, 2000 season, U.S. and Canada, collected from Monsanto soybean seed station.",53.22,4.55,25,17,4.85,5,3,20,B
16108,712,60,4,"Soybeans, conventional, 2000 season, U.S. and Canada, collected from Monsanto soybean seed station.",13.45,0.77,25,17,4.85,5,3,20,B
16108,713,60,4,"Soybeans, conventional, 2000 season, U.S. and Canada, collected from Monsanto soybean seed station.",102.37,,25,17,4.85,5,3,20,B
16108,710,60,5,"Soybeans, conventional, 2001 season, U.S. and Canada, collected from Monsanto soybean seed station.",56.04,6.45,25,17,4.85,5,3,20,B
16108,711,60,5,"Soybeans, conventional, 2001 season, U.S. and Canada, collected from Monsanto soybean seed station.",75.19,5.98,25,17,4.85,5,3,20,B
16108,712,60,5,"Soybeans, conventional, 2001 season, U.S. and Canada, collected from Monsanto soybean seed station.",14.38,1.03,25,17,4.85,5,3,20,B
16108,713,60,5,"Soybeans, conventional, 2001 season, U.S. and Canada, collected from Monsanto soybean seed station.",145.61,,25,17,4.85,5,3,20,B
16108,710,60,6,"Soybeans, conventional, 2002 season, U.S. and Canada, collected from Monsanto soybean seed station.",50.41,6,16,17,4.85,5,3,20,B
16108,711,60,6,"Soybeans, conventional, 2002 season, U.S. and Canada, collected from Monsanto soybean seed station.",59.97,4.5,16,17,4.85,5,3,20,B
16108,712,60,6,"Soybeans, conventional, 2002 season, U.S. and Canada, collected from Monsanto soybean seed station.",12.18,1.12,16,17,4.85,5,3,20,B
16108,713,60,6,"Soybeans, conventional, 2002 season, U.S. and Canada, collected from Monsanto soybean seed station.",122.56,,16,17,4.85,5,3,20,B
16108,710,61,1,"Soybeans, dried, purchased in a local market in Okayama, Japan",7.45,0.46,3,14,13.1,2,0,6,C
16108,711,61,1,"Soybeans, dried, purchased in a local market in Okayama, Japan",26.77,1.65,3,14,13.1,2,0,6,C
16108,713,61,1,"Soybeans, dried, purchased in a local market in Okayama, Japan",34.22,,3,14,13.1,2,0,6,C
16108,710,61,2,"Soybeans black, dried, purchased in a local market in Okayama, Japan",15.6,2.13,3,14,13.1,2,0,6,C
